Currency,Price,Year,Brand_Model,Fuel,Condition,Type
US,"21,990",2022,YEMA  MENGO, Eléctrico , Nuevo ,carros/sedan
US,"23,995",2022,Hyundai Accent, Gasolina , Nuevo ,carros/sedan
US,"22,500",2022,YEMA  MENGO, Eléctrico , Nuevo ,carros/sedan
US,"80,000",2022,BYD HAN, Eléctrico , Nuevo ,carros/sedan
US,"95,000",2022,Audi A6 S-Line, Gasolina , Nuevo ,carros/sedan
US,"110,500",2022,Audi A7 Sportback, Gasolina , Nuevo ,carros/sedan
US,"17,990",2022,Kia Soluto, Gasolina , Nuevo ,carros/sedan
US,"24,900",2022,Toyota Yaris, Gasolina , Nuevo ,carros/sedan
US,"17,500",2022,Kia Soluto LX, Gasolina , Nuevo ,carros/sedan
US,"18,995",2022,Hyundai Verna, Gasolina , Nuevo ,carros/sedan
US,"23,995",2022,Hyundai Accent, Gasolina , Nuevo ,carros/sedan
US,"23,995",2022,Hyundai Accent, Gasolina , Nuevo ,carros/sedan
US,"23,995",2022,Hyundai Accent, Gasolina , Nuevo ,carros/sedan
US,"23,995",2022,Hyundai Accent, Gasolina , Nuevo ,carros/sedan
US,"160,000",2022,Tesla Model S, Eléctrico , Nuevo ,carros/sedan
US,"40,900",2022,Audi A3, Gasolina , Nuevo ,carros/sedan
US,"83,900",2022,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"83,900",2022,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"46,900",2022,Audi A3 S-Line, Gasolina , Nuevo ,carros/sedan
US,"83,900",2022,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"85,900",2022,BYD HAN, Eléctrico , Nuevo ,carros/sedan
US,"24,500",2022,Nissan Versa Exclusive, Gasolina , Nuevo ,carros/sedan
US,"24,900",2022,Suzuki Swift Sport, Gasolina , Nuevo ,carros/sedan
US,"16,900",2022,Suzuki Dzire, Gasolina , Nuevo ,carros/sedan
US,"24,900",2022,Suzuki Swift Sport, Gasolina , Nuevo ,carros/sedan
US,"99,900",2022,Tesla Model Y Long Range, Eléctrico , Nuevo ,carros/sedan
US,"40,900",2022,Audi A3 Progressive, Gasolina , Nuevo ,carros/sedan
US,"17,995",2022,Hyundai Verna, Gasolina , Nuevo ,carros/sedan
US,"124,900",2022,Mercedes-Benz Clase A 45 S AMG, Gasolina , Nuevo ,carros/sedan
US,"97,500",2022,Tesla Model Y Long Range, Eléctrico , Nuevo ,carros/sedan
US,"24,500",2022,Fiat Cronos, Gasolina , Nuevo ,carros/sedan
US,"43,900",2022,Audi A3, Gasolina , Nuevo ,carros/sedan
US,"23,995",2022,Hyundai Accent, Gasolina , Nuevo ,carros/sedan
US,"23,995",2022,Hyundai Accent, Gasolina , Nuevo ,carros/sedan
US,"71,500",2022,Tesla Model 3, Eléctrico , Nuevo ,carros/sedan
US,"71,500",2022,Tesla Model 3 Standard Range Plus, Eléctrico , Nuevo ,carros/sedan
US,"71,500",2022,Tesla Model 3 Standard Range Plus, Eléctrico , Nuevo ,carros/sedan
US,"85,900",2022,BYD HAN, Eléctrico , Nuevo ,carros/sedan
US,"22,900",2022,Nissan Versa Advance, Gasolina , Nuevo ,carros/sedan
US,"21,900",2022,Nissan Versa Sense Especial, Gasolina , Nuevo ,carros/sedan
US,"85,900",2022,BYD HAN, Eléctrico , Nuevo ,carros/sedan
US,"85,900",2022,BYD HAN, Eléctrico , Nuevo ,carros/sedan
US,"83,000",2022,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"24,900",2022,Toyota Yaris, Gasolina , Nuevo ,carros/sedan
US,"24,900",2022,Toyota Yaris, Gasolina , Nuevo ,carros/sedan
US,"20,990",2022,Kia Rio, Gasolina , Nuevo ,carros/sedan
US,"20,990",2022,Kia Rio, Gasolina , Nuevo ,carros/sedan
US,"23,900",2022,Suzuki Swift Sport, Gasolina , Usado ,carros/sedan
US,"16,900",2022,Suzuki Dzire, Gasolina , Nuevo ,carros/sedan
US,"148,000",2022,Mercedes-Benz Clase E 53 AMG, Gasolina , Nuevo ,carros/sedan
US,"20,900",2022,Nissan Versa Sense Especial, Gasolina , Nuevo ,carros/sedan
US,"20,500",2022,Nissan Versa Sense, Gasolina , Nuevo ,carros/sedan
US,"24,500",2022,Fiat Cronos, Gasolina , Nuevo ,carros/sedan
US,"24,500",2022,Fiat Cronos, Gasolina , Nuevo ,carros/sedan
US,"24,500",2022,Fiat Cronos, Gasolina , Nuevo ,carros/sedan
US,"16,900",2022,Suzuki Dzire, Gasolina , Nuevo ,carros/sedan
US,"24,500",2022,Fiat Cronos, Gasolina , Nuevo ,carros/sedan
US,"33,900",2022,BYD E2, Eléctrico , Nuevo ,carros/sedan
US,"90,900",2022,Tesla Model Y Long Range, Eléctrico , Nuevo ,carros/sedan
US,"17,500",2022,Kia Soluto, Gasolina , Nuevo ,carros/sedan
US,"30,900",2022,Toyota Corolla, Gasolina , Nuevo ,carros/sedan
US,"24,900",2022,Suzuki Swift Sport, Gasolina , Nuevo ,carros/sedan
US,"33,900",2022,BYD E2, Eléctrico , Nuevo ,carros/sedan
US,"24,900",2022,Suzuki Swift Sport, Gasolina , Nuevo ,carros/sedan
US,"20,900",2022,Nissan Versa, Gasolina , Nuevo ,carros/sedan
US,"70,900",2022,Tesla Model 3, Eléctrico , Nuevo ,carros/sedan
US,"39,900",2022,Audi A3, Gasolina , Nuevo ,carros/sedan
US,"89,990",2021,Tesla Model Y Long Range, Eléctrico , Nuevo ,carros/sedan
US,"220,000",2021,Mercedes-Benz Clase S 500, Gasolina , Usado ,carros/sedan
US,"245,000",2021,Mercedes-Benz Clase S 500 AMG, Gasolina , Usado ,carros/sedan
US,"78,900",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"65,900",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Usado ,carros/sedan
US,"54,900",2021,Audi A4 Turbo S-Line, Gasolina , Nuevo ,carros/sedan
US,"54,900",2021,Audi A4, Gasolina , Nuevo ,carros/sedan
US,"113,000",2021,Audi A7 S-Line, Gasolina , Nuevo ,carros/sedan
US,"19,500",2021,Nissan Versa, Gasolina , Usado ,carros/sedan
RD,"1,610,000",2021,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"275,000",2021,Mercedes-Benz Clase S 500, Gasolina , Nuevo ,carros/sedan
US,"70,000",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Usado ,carros/sedan
US,"20,990",2021,Kia Rio, Gasolina , Nuevo ,carros/sedan
US,"91,900",2021,BMW i3, Eléctrico , Nuevo ,carros/sedan
US,"185,000",2021,Tesla Model S Plaid, Eléctrico , Nuevo ,carros/sedan
US,"70,990",2021,Tesla Model Y, Eléctrico , Nuevo ,carros/sedan
US,"61,990",2021,Tesla Model 3 Standard Range Plus, Eléctrico , Nuevo ,carros/sedan
US,"27,000",2021,Toyota Corolla LE, Gasolina , Nuevo ,carros/sedan
US,"78,000",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"78,000",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"78,000",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"249,200",2021,Mercedes-Benz Clase S 500 AMG, Gasolina , Nuevo ,carros/sedan
US,"198,200",2021,Mercedes-Benz Clase S 500L, Gasolina , Nuevo ,carros/sedan
US,"57,900",2021,Audi A5 Sportsback, Gasolina , Nuevo ,carros/sedan
US,"42,000",2021,Honda Accord, Gasolina , Usado ,carros/sedan
US,"79,500",2021,Tesla Model Y, Eléctrico , Usado ,carros/sedan
US,"45,000",2021,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"75,500",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"43,000",2021,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"27,300",2021,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"275,000",2021,Mercedes-Benz Clase S 580 AMG Matic, Gasolina , Nuevo ,carros/sedan
US,"20,990",2021,Kia Rio, Gasolina , Nuevo ,carros/sedan
US,"20,990",2021,Kia Rio, Gasolina , Nuevo ,carros/sedan
US,"17,990",2021,Kia Soluto, Gasolina , Nuevo ,carros/sedan
US,"25,950",2021,Honda City, Gasolina , Nuevo ,carros/sedan
US,"72,900",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"205,000",2021,Mercedes-Benz Clase S 500L, Gasolina , Nuevo ,carros/sedan
US,"20,990",2021,Kia Rio LX, Gasolina , Nuevo ,carros/sedan
US,"17,990",2021,Kia Soluto, Gasolina , Nuevo ,carros/sedan
US,"17,990",2021,Kia Soluto, Gasolina , Nuevo ,carros/sedan
US,"175,000",2021,Porsche Taycan, Eléctrico , Nuevo ,carros/sedan
US,"68,500",2021,Tesla Model Y, Eléctrico , Usado ,carros/sedan
US,"162,200",2021,Tesla Model S, Eléctrico , Nuevo ,carros/sedan
US,"77,250",2021,Tesla Model 3 Standard Range Plus, Eléctrico , Nuevo ,carros/sedan
US,"265,000",2021,Mercedes-Benz Clase S 500, Gasolina , Nuevo ,carros/sedan
US,"77,250",2021,Tesla Model 3, Eléctrico , Nuevo ,carros/sedan
US,"88,000",2021,Tesla Model Y, Eléctrico , Nuevo ,carros/sedan
US,"20,990",2021,Kia Rio, Gasolina , Nuevo ,carros/sedan
US,"91,059",2021,Tesla Model Y Long Range, Eléctrico , Nuevo ,carros/sedan
US,"138,900",2021,Tesla Model S Performance, Gasolina , Usado ,carros/sedan
US,"16,900",2021,Kia Soluto, Gasolina , Nuevo ,carros/sedan
US,"214,900",2021,Mercedes-Benz Clase S 500, Gasolina , Nuevo ,carros/sedan
US,"195,860",2021,Mercedes-Benz Clase S 500L, Gasolina , Nuevo ,carros/sedan
US,"130,000",2021,Tesla Model S Performance, Eléctrico , Nuevo ,carros/sedan
US,"72,400",2021,Tesla Model 3 Long Range, Eléctrico , Nuevo ,carros/sedan
US,"205,000",2021,Mercedes-Benz Clase E 63s AMG, Gasolina , Nuevo ,carros/sedan
US,"78,900",2021,Mercedes-Benz Clase A 35 AMG, Gasolina , Nuevo ,carros/sedan
US,"196,500",2021,Mercedes-Benz Clase S 500L, Gasolina , Nuevo ,carros/sedan
US,"81,990",2021,Tesla Model Y Long Range, Eléctrico , Nuevo ,carros/sedan
US,"16,990",2021,Kia Soluto LX, Gasolina , Nuevo ,carros/sedan
US,"16,990",2021,Kia Soluto LX, Gasolina , Nuevo ,carros/sedan
US,"28,900",2020,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"27,500",2020,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"54,500",2020,Volvo S60, Gasolina , Usado ,carros/sedan
US,"25,400",2020,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"36,000",2020,Honda Accord, Gasolina , Usado ,carros/sedan
US,"26,000",2020,Honda Accord, Gasolina , Usado ,carros/sedan
RD,"765,000",2020,Nissan Versa, Gasolina , Usado ,carros/sedan
US,"43,900",2020,BMW Serie 3 320i, Gasolina , Usado ,carros/sedan
US,"69,900",2020,Volvo S90 R Design, Gasolina , Usado ,carros/sedan
US,"29,900",2020,Honda Civic LX, Gasolina , Nuevo ,carros/sedan
US,"50,900",2020,Honda Accord Touring, Gasolina , Nuevo ,carros/sedan
RD,"1,399,000",2020,Honda Civic EX, Gasolina , Usado ,carros/sedan
RD,"1,540,000",2020,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"36,500",2020,Honda Accord Sport, Gasolina , Usado ,carros/sedan
RD,"1,350,000",2020,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"17,000",2020,Hyundai i 10 Sedan, Gasolina , Usado ,carros/sedan
US,"73,500",2020,Audi A6, Gasolina , Nuevo ,carros/sedan
US,"22,350",2020,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"23,000",2020,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"21,900",2020,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"23,000",2020,Toyota Corolla CE, Gasolina , Usado ,carros/sedan
US,"23,900",2020,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"32,000",2020,Honda Accord Sport, Gasolina , Nuevo ,carros/sedan
US,"64,500",2020,Tesla Model 3 Long Range, Eléctrico , Usado ,carros/sedan
US,"30,000",2020,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"25,900",2020,Honda Civic LX, Gasolina , Usado ,carros/sedan
US,"64,000",2020,Mercedes-Benz Clase C 300 Luxury, Gasolina , Usado ,carros/sedan
US,"54,900",2020,Volvo S60 R Desing, Gasolina , Usado ,carros/sedan
US,"24,500",2020,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"29,900",2020,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"59,900",2020,Volvo S60 R Desing, Gasolina , Usado ,carros/sedan
US,"24,500",2020,Toyota Corolla SE, Gasolina , Usado ,carros/sedan
US,"25,900",2020,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"66,000",2020,Volvo S90 R Design, Gasolina , Usado ,carros/sedan
US,"19,900",2020,MG 3, Gasolina , Nuevo ,carros/sedan
US,"53,000",2020,Toyota Avalon TRD, Gasolina , Usado ,carros/sedan
US,"30,500",2020,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"25,000",2020,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"23,700",2020,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"26,500",2020,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"53,900",2020,Tesla Model 3 Standard Range Plus, Eléctrico , Usado ,carros/sedan
US,"73,500",2020,Audi A6 40 TFSI S-line, Gasolina , Nuevo ,carros/sedan
US,"23,450",2020,Honda Civic LX, Gasolina , Usado ,carros/sedan
US,"1,200,000",2020,Kia K-5, GLP , Usado ,carros/sedan
US,"21,700",2020,Honda Civic LX, Gasolina , Usado ,carros/sedan
US,"28,500",2020,Toyota Camry LE, Gasolina , Usado ,carros/sedan
US,"175,000",2020,Porsche Panamera GTS, Gasolina , Nuevo ,carros/sedan
US,"29,300",2020,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"24,500",2020,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"59,900",2020,Mercedes-Benz Clase C 300 AMG, Gasolina , Usado ,carros/sedan
US,"26,000",2020,Toyota Corolla SE, Gasolina , Usado ,carros/sedan
US,"23,500",2020,Honda Civic EXL, Gasolina , Usado ,carros/sedan
US,"35,000",2020,Toyota Camry SE, Gasolina , Usado ,carros/sedan
US,"70,900",2020,Hyundai County, Diesel , Nuevo ,carros/sedan
US,"23,000",2020,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"19,500",2020,Honda Civic LX, Gasolina , Usado ,carros/sedan
US,"17,900",2020,Hyundai Verna, Gasolina , Nuevo ,carros/sedan
US,"78,000",2020,Mercedes-Benz Clase C 63 AMG, Gasolina , Usado ,carros/sedan
US,"75,000",2020,Volvo S90 R Design, Gasolina , Nuevo ,carros/sedan
US,"54,900",2020,BMW Serie 3 330i, Gasolina , Usado ,carros/sedan
US,"25,000",2020,Toyota Corolla LE, Gasolina , Nuevo ,carros/sedan
US,"21,900",2020,Honda Civic LX, Gasolina , Usado ,carros/sedan
US,"24,500",2020,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"23,500",2020,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"59,900",2020,Toyota Avalon TRD, Gasolina , Usado ,carros/sedan
US,"16,900",2020,Hyundai Verna, Gasolina , Nuevo ,carros/sedan
US,"51,500",2020,BMW Serie 3 330i, Gasolina , Usado ,carros/sedan
US,"24,000",2020,Hyundai Sonata, Gasolina , Usado ,carros/sedan
US,"84,900",2020,Mercedes-Benz Clase C 63 AMG, Gasolina , Usado ,carros/sedan
US,"75,000",2020,Volvo S90 R Design, Gasolina , Nuevo ,carros/sedan
US,"25,995",2020,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"52,000",2020,Toyota Camry XSE Special Edition, Gasolina , Usado ,carros/sedan
US,"75,000",2020,Volvo S90 R Design, Gasolina , Nuevo ,carros/sedan
US,"287,500",2020,Mercedes-Benz Clase GT 63 S AMG 4MATIC, Gasolina , Nuevo ,carros/sedan
US,"75,499",2020,Tesla Model Y Long Range, Eléctrico , Usado ,carros/sedan
RD,"1,149,000",2019,Toyota Corolla SE, Gasolina , Usado ,carros/sedan
US,"28,900",2019,Honda Accord EXL, Gasolina , Usado ,carros/sedan
US,"25,900",2019,Honda Accord, Gasolina , Usado ,carros/sedan
US,"24,900",2019,Honda Civic, Gasolina , Usado ,carros/sedan
US,"25,500",2019,Volkswagen Passat Wolfsburg, Gasolina , Usado ,carros/sedan
RD,"825,000",2019,Kia K-5, GLP , Usado ,carros/sedan
US,"151,900",2019,Mercedes-Benz Clase E 63 AMG, Gasolina , Usado ,carros/sedan
US,"39,900",2019,Infiniti Q-50, Gasolina , Usado ,carros/sedan
US,"29,000",2019,Honda Accord EXL, Gasolina , Usado ,carros/sedan
US,"95,000",2019,BMW Serie 7 750 Li, Gasolina , Usado ,carros/sedan
US,"28,900",2019,Toyota Camry LE, Gasolina , Usado ,carros/sedan
US,"24,500",2019,Honda Accord LX, Gasolina , Usado ,carros/sedan
US,"26,800",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"31,500",2019,Audi A3, Gasolina , Usado ,carros/sedan
RD,"4,059,000",2019,Mercedes-Benz Clase C 43 AMG, Gasolina , Usado ,carros/sedan
US,"94,900",2019,BMW Serie 7 750 Li, Gasolina , Usado ,carros/sedan
RD,"955,000",2019,Kia Rio LX, Gasolina , Usado ,carros/sedan
US,"18,500",2019,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
RD,"955,000",2019,Kia Rio LX, Gasolina , Usado ,carros/sedan
US,"31,500",2019,Audi A3, Gasolina , Usado ,carros/sedan
RD,"1,780,000",2019,Toyota Camry SE, Gasolina , Usado ,carros/sedan
US,"24,500",2019,Honda Civic Sport, Gasolina , Usado ,carros/sedan
RD,"925,000",2019,Nissan Sentra, Gasolina , Usado ,carros/sedan
RD,"995,000",2019,Kia Rio, Gasolina , Usado ,carros/sedan
RD,"1,780,000",2019,Toyota Camry SE, Gasolina , Usado ,carros/sedan
US,"114,000",2019,Mercedes-Benz Clase E 63s AMG, Gasolina , Usado ,carros/sedan
RD,"950,000",2019,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"29,990",2019,Hyundai Ioniq, Eléctrico , Usado ,carros/sedan
RD,"880,000",2019,Subaru Impreza, Gasolina , Usado ,carros/sedan
US,"49,500",2019,BMW Serie 5 520i, Gasolina , Usado ,carros/sedan
US,"29,500",2019,Honda Accord EXL, Gasolina , Usado ,carros/sedan
US,"18,500",2019,Toyota Corolla, Gasolina , Usado ,carros/sedan
US,"20,500",2019,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"49,900",2019,Mercedes-Benz Clase C 300 AMG, Gasolina , Usado ,carros/sedan
US,"29,900",2019,Toyota Camry SE, Gasolina , Usado ,carros/sedan
RD,"1,150,000",2019,Toyota Corolla SE, Gasolina , Usado ,carros/sedan
US,"41,000",2019,Toyota Camry XSE, Gasolina , Usado ,carros/sedan
RD,"950,000",2019,Hyundai Sonata LF, GLP , Usado ,carros/sedan
US,"29,000",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"95,000",2019,BMW Serie 7 750 Li, Gasolina , Usado ,carros/sedan
US,"24,500",2019,Honda Civic Ex Turbo, Gasolina , Usado ,carros/sedan
US,"22,000",2019,Honda Civic EX, Gasolina , Usado ,carros/sedan
US,"21,900",2019,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"58,000",2019,Mercedes-Benz Clase C 300 AMG, Gasolina , Usado ,carros/sedan
US,"20,995",2019,Honda Civic LX, Gasolina , Usado ,carros/sedan
US,"44,500",2019,BMW Serie 4 430i Gran Coupe, Gasolina , Usado ,carros/sedan
US,"27,900",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"19,900",2019,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"26,400",2019,Honda Accord LX, Gasolina , Usado ,carros/sedan
US,"22,200",2019,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"80,900",2019,Audi A7 Quattro S-line, Gasolina , Usado ,carros/sedan
US,"29,800",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"49,900",2019,Volvo S90 R Design, Gasolina , Usado ,carros/sedan
US,"27,000",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"69,000",2019,BMW Serie 7 740Li, Gasolina , Usado ,carros/sedan
RD,"925,000",2019,Hyundai Sonata LF, GLP , Usado ,carros/sedan
US,"31,900",2019,Toyota Camry SE, Gasolina , Usado ,carros/sedan
US,"215,000",2019,Mercedes-Benz Clase GT 63 S AMG 4MATIC, Gasolina , Usado ,carros/sedan
US,"40,500",2019,Toyota Camry XSE, Gasolina , Usado ,carros/sedan
US,"33,500",2019,Toyota Camry SE, Gasolina , Usado ,carros/sedan
RD,"950,000",2019,Hyundai Elantra SEL, Gasolina , Usado ,carros/sedan
US,"24,500",2019,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"28,500",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"27,900",2019,Toyota Camry LE, Gasolina , Usado ,carros/sedan
US,"22,500",2019,Honda Civic EX, Gasolina , Usado ,carros/sedan
US,"26,900",2019,Toyota Camry LE, Gasolina , Usado ,carros/sedan
US,"25,600",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"33,500",2019,Toyota Camry CE, Gasolina , Usado ,carros/sedan
RD,"610,000",2019,Mitsubishi Mirage, Gasolina , Usado ,carros/sedan
US,"58,000",2019,Mercedes-Benz Clase A 220 AMG, Gasolina , Usado ,carros/sedan
US,"27,500",2019,Honda Accord LX-P, Gasolina , Usado ,carros/sedan
US,"29,900",2019,Toyota Camry SE, Gasolina , Usado ,carros/sedan
US,"29,000",2019,Hyundai Ioniq, Híbrido , Usado ,carros/sedan
RD,"950,000",2019,Nissan Versa S Plus, Gasolina , Usado ,carros/sedan
RD,"1,300,000",2019,Kia K-7, GLP , Usado ,carros/sedan
RD,"1,125,000",2019,Honda Civic, Gasolina , Usado ,carros/sedan
US,"23,500",2019,Honda Civic Sport, Gasolina , Usado ,carros/sedan
US,"25,500",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"45,900",2019,Audi A5, Gasolina , Usado ,carros/sedan
US,"39,900",2019,Toyota Camry XSE Special Edition, Gasolina , Usado ,carros/sedan
US,"28,900",2019,Honda Accord, Gasolina , Usado ,carros/sedan
US,"20,500",2019,Honda Civic, Gasolina , Usado ,carros/sedan
US,"26,500",2019,Honda Accord LX, Gasolina , Usado ,carros/sedan
US,"145,000",2019,Maserati Ghibli, Gasolina , Usado ,carros/sedan
US,"49,900",2019,Volvo S90 R Design, Gasolina , Usado ,carros/sedan
US,"21,500",2019,Honda Civic LX, Gasolina , Usado ,carros/sedan
US,"26,000",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"31,000",2019,Toyota Camry SE, Gasolina , Usado ,carros/sedan
US,"91,000",2019,Mercedes-Benz Clase C 43 AMG, Gasolina , Usado ,carros/sedan
US,"15,900",2019,Subaru Impreza, Gasolina , Usado ,carros/sedan
RD,"1,000,000",2019,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
US,"36,900",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"26,900",2019,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"49,900",2019,Mercedes-Benz Clase C 300, Gasolina , Usado ,carros/sedan
US,"26,900",2019,Toyota Camry LE, Gasolina , Usado ,carros/sedan
US,"124,900",2019,Mercedes-Benz Clase E 63s AMG, Gasolina , Usado ,carros/sedan
RD,"920,000",2019,Nissan Sentra, Gasolina , Usado ,carros/sedan
US,"21,900",2019,Hyundai Sonata Limited, Gasolina , Usado ,carros/sedan
US,"145,000",2019,BMW Serie M 5, Gasolina , Usado ,carros/sedan
US,"33,500",2019,Honda Accord EXL, Gasolina , Usado ,carros/sedan
US,"139,000",2019,Mercedes-Benz Clase E 63 AMG, Gasolina , Usado ,carros/sedan
US,"29,900",2019,Chevrolet Bolt  EV, Eléctrico , Usado ,carros/sedan
RD,"820,000",2018,Hyundai Elantra, Gasolina , Usado ,carros/sedan
RD,"865,000",2018,Toyota Yaris iA, Gasolina , Usado ,carros/sedan
RD,"989,000",2018,Hyundai Elantra Limited, Gasolina , Usado ,carros/sedan
US,"29,000",2018,Honda Accord EXL, Gasolina , Usado ,carros/sedan
US,"38,900",2018,Mercedes-Benz Clase C 300, Gasolina , Usado ,carros/sedan
RD,"750,000",2018,Kia K-5, Gasolina , Usado ,carros/sedan
US,"35,000",2018,Audi A4, Gasolina , Usado ,carros/sedan
RD,"720,000",2018,Kia Rio, Gasolina , Usado ,carros/sedan
US,"30,000",2018,Honda Clarity  Hybrid, Híbrido , Usado ,carros/sedan
RD,"820,000",2018,Hyundai Sonata LF, GLP , Usado ,carros/sedan
RD,"840,000",2018,Hyundai Sonata New Rise, GLP , Usado ,carros/sedan
RD,"840,000",2018,Hyundai Sonata New Rise, GLP , Usado ,carros/sedan
RD,"820,000",2018,Hyundai Sonata LF, GLP , Usado ,carros/sedan
RD,"565,000",2018,Mitsubishi Mirage, Gasolina , Usado ,carros/sedan
US,"29,500",2018,Honda Accord Touring, Gasolina , Usado ,carros/sedan
RD,"745,000",2018,Kia K-5, GLP , Usado ,carros/sedan
US,"28,500",2018,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"83,900",2018,Audi SQ5, Gasolina , Usado ,carros/sedan
US,"17,950",2018,Fiat 500 Lounge, Gasolina , Usado ,carros/sedan
US,"33,500",2018,Honda Accord Touring, Gasolina , Usado ,carros/sedan
US,"35,500",2018,Audi A4, Gasolina , Usado ,carros/sedan
US,"45,900",2018,Hyundai County, Diesel , Usado ,carros/sedan
RD,"769,000",2018,Kia K-5, GLP , Usado ,carros/sedan
US,"26,000",2018,Honda Accord, Gasolina , Usado ,carros/sedan
US,"25,000",2018,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"27,900",2018,Honda Accord LX, Gasolina , Usado ,carros/sedan
RD,"1,025,000",2018,Toyota Corolla SE, Gasolina , Usado ,carros/sedan
US,"29,000",2018,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"26,500",2018,Honda Accord EXL, Gasolina , Usado ,carros/sedan
US,"19,800",2018,Honda Civic EX, Gasolina , Usado ,carros/sedan
US,"29,300",2018,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"18,900",2018,Honda Civic EX, Gasolina , Usado ,carros/sedan
US,"28,500",2018,Honda Accord Touring, Gasolina , Usado ,carros/sedan
US,"19,500",2018,Toyota Corolla IM, Gasolina , Usado ,carros/sedan
RD,"899,000",2018,Toyota Corolla SE, Gasolina , Usado ,carros/sedan
US,"28,500",2018,Honda Accord Sport, Gasolina , Usado ,carros/sedan
US,"21,600",2018,Honda Civic EX, Gasolina , Usado ,carros/sedan
US,"65,000",2018,Audi S4, Gasolina , Usado ,carros/sedan
RD,"880,000",2018,Hyundai Sonata LF, GLP , Usado ,carros/sedan
US,"17,900",2018,Toyota Corolla LE, Gasolina , Usado ,carros/sedan
RD,"660,000",2018,Kia K-5, GLP , Usado ,carros/sedan
